Year,Player_Name,Matches_Batted,Not_Outs,Runs_Scored,Highest_Score,Batting_Average,Balls_Faced,Batting_Strike_Rate,Centuries,Half_Centuries,Fours,Sixes,Catches_Taken,Stumpings,Matches_Bowled,Balls_Bowled,Runs_Conceded,Wickets_Taken,Best_Bowling_Match,Bowling_Average,Economy_Rate,Bowling_Strike_Rate,Four_Wicket_Hauls,Five_Wicket_Hauls
2016.0,Karun Nair,14,2,357,83*,35.7,297,120.2,0,3,40,6,3,0,14.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2015.0,Karun Nair,14,1,181,61,16.45,145,124.82,0,1,18,5,3,0,14.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2014.0,Karun Nair,11,1,330,73*,33.0,232,142.24,0,3,38,9,4,0,11.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2013.0,Karun Nair,2,0,9,9,4.5,12,75.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2024.0,Khaleel Ahmed,14,0,0,0,0,0.0,0,0,0,0,0,1,0,14,300,479,17,2/21,28.18,9.58,17.65,0,0
2023.0,Khaleel Ahmed,9,0,0,0,0,0.0,0,0,0,0,0,2,0,9,198,301,9,2/24,33.44,9.12,22.00,0,0
2022.0,Khaleel Ahmed,10,0,0,0,0.00,2.0,0.00,0,0,0,0,0,0,10,235,315,16,3/25,19.69,8.04,14.69,0,0
2021.0,Khaleel Ahmed,7,0,1,1,1.00,2.0,50.00,0,0,0,0,0,0,7,162,219,5,3/21,43.80,8.11,32.40,0,0
2020.0,Khaleel Ahmed,7,0,0,0*,0.00,2.0,0.00,0,0,0,0,1,0,7,154,242,8,2/24,30.25,9.42,19.25,0,0
2019.0,Khaleel Ahmed,9,0,0,0*,0.00,1.0,0.00,0,0,0,0,0,0,9,209,287,19,3/30,15.10,8.23,11.00,0,0
2018.0,Khaleel Ahmed,1,0,0,0,0.00,0.0,0.00,0,0,0,0,0,0,1,18,38,0,0/38,0,12.66,0,0,0
2024.0,Krunal Pandya,14,8,133,43*,33.25,105,126.67,0,0,8,5,3,0,14,198,255,6,3/11,42.5,7.73,33.0,0,0
2023.0,Krunal Pandya,15,4,188,49,18.8,165,113.94,0,0,15,6,8,0,15,252,313,9,3/18,34.78,7.45,28.0,0,0
2022.0,Krunal Pandya,14,4,183,42,20.33,145,126.21,0,0,16,4,7,0,14,228,265,10,3/19,26.5,6.97,22.8,0,0
2021.0,Krunal Pandya,13,2,143,39,14.3,123,116.26,0,0,10,6,6,0,13,199,265,5,1/13,53.0,7.98,39.8,0,0
2020.0,Krunal Pandya,16,6,109,34,18.16,92,118.47,0,0,9,5,4,0,16,301,380,6,2/26,63.33,7.57,50.16,0,0
2019.0,Krunal Pandya,16,4,183,42,16.63,150,122.0,0,0,18,5,5,0,16,276,335,12,3/34,27.91,7.28,23.0,0,0
2018.0,Krunal Pandya,14,3,228,41*,22.8,157,145.22,0,0,22,10,9,0,14,241,284,12,3/28,23.66,7.07,20.08,0,0
2017.0,Krunal Pandya,13,4,243,47,34.71,179,135.75,0,0,24,7,2,0,13,240,273,10,3/14,27.3,6.82,24.0,0,0
2016.0,Krunal Pandya,12,3,237,86,39.5,124,191.12,0,1,22,13,2,0,12,187,236,6,2/15,39.33,7.57,31.16,0,0
2024.0,Kuldeep Sen,3,0,0,0,0,0.0,0,0,0,0,0,1,0,3,72,122,6,3/41,20.33,10.17,12.00,0,0
2023.0,Kuldeep Sen,2,0,0,0,0,0.0,0,0,0,0,0,0,0,2,18,28,0,0/8,0,9.33,0,0,0
2022.0,Kuldeep Sen,7,1,0,0*,0,3.0,0.00,0,0,0,0,3,0,7,151,237,8,4/20,29.63,9.42,18.88,1,0
2024.0,Kuldeep Yadav,11,2,47,35*,15.67,41,114.63,0,0,6,1,2,0,11,258,374,16,4/55,23.38,8.7,16.13,1,0
2023.0,Kuldeep Yadav,14,8,31,10*,15.5,48,64.58,0,0,2,0,2,0,14,294,361,10,2/15,36.1,7.37,29.4,0,0
2022.0,Kuldeep Yadav,14,6,48,16*,48.0,52,92.31,0,0,3,2,5,0,14,298,419,21,4/14,19.95,8.44,14.19,2,0
2020.0,Kuldeep Yadav,5,1,13,12,13.0,21,61.9,0,0,1,0,0,0,5,72,92,1,1/20,92.0,7.66,72.0,0,0
2019.0,Kuldeep Yadav,9,2,12,10*,6.0,8,150.0,0,0,1,0,3,0,9,198,286,4,2/41,71.5,8.66,49.5,0,0
2018.0,Kuldeep Yadav,16,2,12,7*,12.0,24,50.0,0,0,1,0,6,0,16,308,418,17,4/20,24.58,8.14,18.11,1,0
2017.0,Kuldeep Yadav,12,0,20,16,10.0,22,90.9,0,0,2,0,1,0,12,246,340,12,2/25,28.33,8.29,20.5,0,0
2016.0,Kuldeep Yadav,3,0,0,0,0.0,0,0.0,0,0,0,0,1,0,3,72,100,6,3/35,16.66,8.33,12.0,0,0
2019.0,Kulwant Khejroliya,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,30.0,47.0,1.0,1/29,47.0,9.4,30.0,0.0,0.0
2018.0,Kulwant Khejroliya,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,65.0,107.0,2.0,2/33,53.5,9.87,32.5,0.0,0.0
,Kulwant Khejroliya,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2023.0,Kumar Kartikeya Singh,8,0,6,6,6.0,7,85.71,0,0,1,0,1,0,8,156,227,5,2/37,45.4,8.73,31.2,0,0
2022.0,Kumar Kartikeya Singh,4,0,3,3,3.0,5,60.0,0,0,0,0,0,0,4,78,102,5,2/22,20.4,7.85,15.6,0,0
2024.0,Kumar Kushagra,4,0,3,2,1.0,7,42.86,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
,Kunal Rathore,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024.0,Kwena Maphaka,2,0,0,0,0,0.0,0,0,0,0,0,0,0,2,36,89,1,1/23,89.0,14.83,36.0,0,0
2024.0,Liam Livingstone,7,2,111,38*,22.2,78,142.31,0,0,8,7,1,0,7,72,84,3,2/19,28.00,7.00,24.00,0,0
2023.0,Liam Livingstone,9,1,279,94,34.88,171,163.16,0,2,20,19,4,0,9,42,94,2,1/19,47.00,13.43,21.00,0,0
2022.0,Liam Livingstone,14,2,437,70,36.42,240,182.08,0,4,29,34,6,0,14,138,202,6,3/27,33.67,8.78,23.00,0,0
2021.0,Liam Livingstone,5,0,42,25,8.4,41,102.43,0,0,3,1,3,0,5,0,0,0,0,0,0,0,0,0
2019.0,Liam Livingstone,4,1,70,44,23.33,48,145.83,0,0,6,5,4,0,4,6,13,0,0/13,0,13.00,0,0,0
2024.0,Lockie Ferguson,7,0,1,1,1.00,1.0,100.00,0,0,0,0,4,0,7,144,255,9,2/23,28.33,10.63,16.0,0,0
2023.0,Lockie Ferguson,3,0,0,0,0,0.0,0,0,0,0,0,0,0,3,46,96,1,1/19,96.0,12.52,46.0,0,0
2022.0,Lockie Ferguson,13,1,5,5,2.50,4.0,125.00,0,0,1,0,2,0,13,286,427,12,4/28,35.58,8.96,23.83,1,0
2021.0,Lockie Ferguson,8,3,18,18*,0.00,11.0,163.63,0,0,1,1,3,0,8,180,224,13,3/18,17.23,7.46,13.84,0,0
2020.0,Lockie Ferguson,5,2,43,24*,0.00,29.0,148.27,0,0,4,1,0,0,5,119,148,6,3/15,24.66,7.46,19.83,0,0
2019.0,Lockie Ferguson,5,0,0,0,0.00,0.0,0.00,0,0,0,0,0,0,5,102,183,2,1/38,91.5,10.76,51.0,0,0
2017.0,Lockie Ferguson,4,1,1,1*,0.00,1.0,100.00,0,0,0,0,0,0,4,78,93,3,2/7,31.0,7.15,26.0,0,0
2021.0,Lungi Ngidi,3,0,0,0,0.00,0,0.00,0,0,0,0,1,0,3,72,125,5,0,25.0,10.41,14.4,0,0
2020.0,Lungi Ngidi,4,0,0,0,0.00,0,0.00,0,0,0,0,0,0,4,96,167,9,0,18.55,10.43,10.66,0,0
2018.0,Lungi Ngidi,7,0,0,0,0.00,0,0.00,0,0,0,0,1,0,7,156,156,11,0,14.18,6.0,14.18,1,0
,Luvnith Sisodia,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024.0,M Siddharth,3,0,0,0,0,0.0,0,0,0,0,0,0,0,3,54,71,1,1/21,71.0,7.89,54.0,0,0
2024.0,MS Dhoni,14,8,161,37*,53.67,73,220.55,0,0,14,13,10,0,14,0,0,0,0,0,0,0,0,0
2023.0,MS Dhoni,16,8,104,32*,26.0,57,182.46,0,0,3,10,7,3,16,0,0,0,0,0,0,0,0,0
2022.0,MS Dhoni,14,6,232,50*,33.14,188,123.4,0,1,21,10,9,0,14,0,0,0,0,0,0,0,0,0
2021.0,MS Dhoni,16,4,114,18*,16.28,107,106.54,0,0,12,3,13,0,16,0,0,0,0,0,0,0,0,0
2020.0,MS Dhoni,14,4,200,47*,25.0,172,116.27,0,0,16,7,15,1,14,0,0,0,0,0,0,0,0,0
2019.0,MS Dhoni,15,7,416,84*,83.2,309,134.62,0,3,22,23,11,5,15,0,0,0,0,0,0,0,0,0
2018.0,MS Dhoni,16,9,455,79*,75.83,302,150.66,0,3,24,30,11,3,16,0,0,0,0,0,0,0,0,0
2017.0,MS Dhoni,16,4,290,61*,26.36,250,116.0,0,1,15,16,10,3,16,0,0,0,0,0,0,0,0,0
2016.0,MS Dhoni,14,5,284,64*,40.57,210,135.23,0,1,18,14,8,4,14,0,0,0,0,0,0,0,0,0
2015.0,MS Dhoni,17,5,372,53,31.0,305,121.96,0,1,27,17,8,3,17,0,0,0,0,0,0,0,0,0
2014.0,MS Dhoni,16,10,371,57*,74.2,250,148.4,0,1,22,20,3,1,16,0,0,0,0,0,0,0,0,0
2013.0,MS Dhoni,18,5,461,67*,41.9,283,162.89,0,4,32,25,15,2,18,0,0,0,0,0,0,0,0,0
2012.0,MS Dhoni,19,5,358,51*,29.83,278,128.77,0,1,26,9,12,2,19,0,0,0,0,0,0,0,0,0
2011.0,MS Dhoni,16,4,392,70*,43.55,247,158.7,0,2,25,23,5,5,16,0,0,0,0,0,0,0,0,0
2010.0,MS Dhoni,13,2,287,66*,31.88,210,136.66,0,2,26,8,5,6,13,0,0,0,0,0,0,0,0,0
2009.0,MS Dhoni,14,5,332,58*,41.5,261,127.2,0,2,22,9,4,4,14,0,0,0,0,0,0,0,0,0
2008.0,MS Dhoni,16,4,414,65,41.4,310,133.54,0,2,38,15,6,0,16,0,0,0,0,0,0,0,0,0
,Madhav Tiwari,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024.0,Maheesh Theekshana,5,0,0,0,0,0.0,0,0,0,0,0,1,0,5,120,144,2,1/27,72.0,7.2,60.0,0,0
2023.0,Maheesh Theekshana,13,0,0,0,0,0.0,0,0,0,0,0,3,0,13,294,392,11,2/23,35.64,8.0,26.73,0,0
2022.0,Maheesh Theekshana,9,1,7,7*,7.00,7.0,100.00,0,0,0,1,0,0,9,210,261,12,4/33,21.75,7.46,17.5,1,0
2024.0,Mahipal Lomror,10,2,125,33,15.63,68,183.82,0,0,9,9,3,0,10,6,18,0,0/18,0,18.00,0,0,0
2023.0,Mahipal Lomror,12,2,135,54*,16.88,97,139.18,0,1,9,8,4,0,12,12,17,0,0/4,0,8.50,0,0,0
2022.0,Mahipal Lomror,7,0,86,42,17.2,57,150.88,0,0,7,4,2,0,7,12,18,0,0/7,0,9.00,0,0,0
2021.0,Mahipal Lomror,4,1,94,43,31.33,73,128.76,0,0,3,6,0,0,4,42,47,1,1/22,47.00,6.71,42.00,0,0
2020.0,Mahipal Lomror,3,0,59,47,19.66,54,109.25,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0
2019.0,Mahipal Lomror,2,0,8,8,8.0,3,266.66,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0
2018.0,Mahipal Lomror,2,1,20,11,20.0,21,95.23,0,0,1,0,0,0,2,18,27,0,0/8,0,9.00,0,0,0
2024.0,Manav Suthar,1,0,1,1,1.0,2,50.0,0,0,0,0,0,0,1,12,26,0,0/26,0,13.0,0,0,0
2024.0,Manish Pandey,1,0,42,42,42.0,31,135.48,0,0,2,2,4,0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2023.0,Manish Pandey,10,0,160,50,17.78,146,109.59,0,1,15,3,3,0,10.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2022.0,Manish Pandey,6,0,88,38,14.67,80,110.0,0,0,9,2,3,0,6.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2021.0,Manish Pandey,8,2,292,69*,48.66,236,123.72,0,3,21,10,5,0,8.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2020.0,Manish Pandey,16,2,425,83*,32.69,333,127.62,0,3,35,18,7,0,16.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2019.0,Manish Pandey,12,3,344,83*,43.0,263,130.79,0,3,34,6,7,0,12.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2018.0,Manish Pandey,15,2,284,62*,25.81,246,115.44,0,3,22,5,9,0,15.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2017.0,Manish Pandey,14,5,396,81*,49.5,308,128.57,0,2,28,12,8,0,14.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2016.0,Manish Pandey,12,3,248,52,31.0,183,135.51,0,2,17,9,7,0,12.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2015.0,Manish Pandey,13,1,225,40,20.45,184,122.28,0,0,22,7,5,0,13.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2014.0,Manish Pandey,16,3,401,94,30.84,340,117.94,0,2,35,10,3,0,16.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2013.0,Manish Pandey,7,1,136,66,22.66,137,99.27,0,1,11,3,6,0,7.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2012.0,Manish Pandey,10,2,143,80*,20.42,112,127.67,0,1,12,6,3,0,10.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2011.0,Manish Pandey,10,0,246,59,27.33,227,108.37,0,1,28,6,5,0,10.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2010.0,Manish Pandey,13,1,249,42*,20.75,226,110.17,0,0,27,7,7,0,13.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2009.0,Manish Pandey,5,2,168,114*,84.0,118,142.37,1,0,17,4,4,0,5.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2008.0,Manish Pandey,3,0,3,3,1.5,9,33.33,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
,Manoj Bhandage,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
,Manvanth Kumar L,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024.0,Marco Jansen,3,1,18,17,18.0,13,138.46,0,0,1,1,6,0,3,60,129,1,1/45,129.0,12.9,60.0,0,0
2023.0,Marco Jansen,8,3,39,17*,13.0,43,90.7,0,0,4,0,3,0,8,162,267,10,2/16,26.7,9.89,16.2,0,0
2022.0,Marco Jansen,8,2,9,8*,9.0,7,128.57,0,0,0,1,3,0,8,192,274,7,3/25,39.14,8.56,27.43,0,0
2021.0,Marco Jansen,2,0,0,0*,0.0,3,0.0,0,0,0,0,1,0,2,36,45,2,2/28,22.5,7.5,18.0,0,0
2024.0,Marcus Stoinis,14,2,388,124*,32.33,263,147.53,1,2,39,16,4,0,14,84,126,4,1/3,31.5,9.0,21.0,0,0
2023.0,Marcus Stoinis,15,2,408,89*,31.38,272,150.0,0,3,28,27,4,0,15,65,100,5,2/20,20.0,9.23,13.0,0,0
2022.0,Marcus Stoinis,11,2,156,38*,19.5,106,147.17,0,0,7,13,4,0,11,42,79,4,3/23,19.75,11.29,10.5,0,0
2021.0,Marcus Stoinis,10,3,89,27*,22.25,72,123.61,0,0,11,1,2,0,10,67,117,2,1/7,58.5,10.47,33.5,0,0
2020.0,Marcus Stoinis,17,3,352,65,25.14,237,148.52,0,3,31,16,3,0,17,178,283,13,3/26,21.76,9.53,13.69,0,0
2019.0,Marcus Stoinis,10,6,211,46*,52.75,156,135.25,0,0,14,10,2,0,10,100,145,2,1/13,72.5,8.7,50.0,0,0
2018.0,Marcus Stoinis,7,3,99,29*,24.75,76,130.26,0,0,6,4,2,0,7,66,120,3,1/15,40.0,10.9,22.0,0,0
2017.0,Marcus Stoinis,5,0,17,9,5.66,24,70.83,0,0,1,0,3,0,5,63,110,2,1/28,55.0,10.47,31.5,0,0
2016.0,Marcus Stoinis,7,1,146,52,36.5,108,135.18,0,1,13,4,0,0,7,138,194,8,4/15,24.25,8.43,17.25,1,0
2024.0,Matheesha Pathirana,6,0,0,0,0,0.0,0,0,0,0,0,1,0,6,132,169,13,4/28,13.0,7.68,10.15,1,0
2023.0,Matheesha Pathirana,12,0,0,0,0,0.0,0,0,0,0,0,4,0,12,278,371,19,3/15,19.53,8.01,14.63,0,0
2022.0,Matheesha Pathirana,2,0,0,0,0,0.0,0,0,0,0,0,1,0,2,41,52,2,2/24,26.0,7.61,20.5,0,0
,Matthew Breetzke,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024.0,Mayank Markande,7,0,0,0,0,0.0,0,0,0,0,0,2,0,7,132,259,8,2/26,32.38,11.77,16.50,0,0
2023.0,Mayank Markande,10,3,21,18*,0,13.0,161.54,0,0,2,1,1,0,10,228,300,12,4/15,25.00,7.89,19.00,1,0
2022.0,Mayank Markande,2,0,0,0,0,0.0,0,0,0,0,0,2,0,2,42,57,1,1/26,57.00,8.14,42.00,0,0
2021.0,Mayank Markande,1,0,0,0,0.00,0.0,0.00,0,0,0,0,0,0,1,18,26,0,0/26,0,8.66,0,0,0
2019.0,Mayank Markande,3,1,6,6,6.00,5.0,120.00,0,0,1,0,0,0,3,36,59,1,1/23,59.00,9.83,36.00,0,0
2018.0,Mayank Markande,14,4,21,7*,10.50,24.0,87.50,0,0,2,0,3,0,14,264,368,15,4/23,24.53,8.36,17.60,1,0
2024.0,Mayank Yadav,4,0,0,0,0,0.0,0,0,0,0,0,1,0,4,73,85,7,3/14,12.14,6.99,10.43,0,0
2024.0,Mitchell Marsh,4,0,61,23,15.25,38,160.53,0,0,9,3,0,0,4,48,103,1,1/37,103.00,12.88,48.00,0,0
2023.0,Mitchell Marsh,9,0,128,63,14.22,97,131.96,0,1,11,7,3,0,9,121,170,12,4/27,14.17,8.43,10.08,1,0
2022.0,Mitchell Marsh,8,0,251,89,31.38,189,132.8,0,2,19,14,0,0,8,72,102,4,2/25,25.50,8.5,18.00,0,0
2020.0,Mitchell Marsh,1,0,0,0*,0.0,1,0.0,0,0,0,0,0,0,1,4,6,0,0/6,0,9.0,0,0,0
2016.0,Mitchell Marsh,3,0,7,7,7.0,11,63.63,0,0,0,0,0,0,3,54,45,4,2/14,11.25,5.0,13.50,0,0
2013.0,Mitchell Marsh,9,1,141,38,20.14,106,132.07,0,0,6,10,7,0,9,116,182,7,2/7,26.00,9.41,16.57,0,0
2011.0,Mitchell Marsh,5,1,50,37,25.0,49,102.04,0,0,2,3,0,0,5,85,99,7,4/25,14.14,6.98,12.14,1,0
2010.0,Mitchell Marsh,3,0,28,15,14.0,30,93.33,0,0,1,1,0,0,3,60,88,2,1/19,44.00,8.8,30.00,0,0
2024.0,Mitchell Santner,3,0,14,11,4.67,17,82.35,0,0,1,0,1,0,3,54,64,2,1/10,32.0,7.11,27.0,0,0
2023.0,Mitchell Santner,3,2,2,1*,0,4,50.0,0,0,0,0,1,0,3,72,81,3,2/28,27.0,6.75,24.0,0,0
2022.0,Mitchell Santner,6,2,22,11,11.00,27,81.48,0,0,3,0,2,0,6,114,130,4,1/15,32.5,6.84,28.5,0,0
2020.0,Mitchell Santner,2,0,0,0,0.00,0,0.0,0,0,0,0,1,0,2,42,53,2,1/23,26.5,7.57,21.0,0,0
2019.0,Mitchell Santner,4,1,32,22,32.00,23,139.13,0,0,0,3,1,0,4,84,94,4,2/13,23.5,6.71,21.0,0,0
2024.0,Mitchell Starc,13,3,9,6*,4.5,11,81.82,0,0,1,0,6,0,14,251,444,17,4/33,26.12,10.61,14.76,1,0
2015.0,Mitchell Starc,13,2,11,9*,11.0,14,78.57,0,0,1,0,7,0,13,258,291,20,4/15,14.55,6.76,12.9,1,0
2014.0,Mitchell Starc,14,3,85,29,14.16,84,101.19,0,0,9,0,9,0,14,322,402,14,2/21,28.71,7.49,23.0,0,0
2024.0,Moeen Ali,8,0,128,56,25.6,98,130.61,0,1,7,8,2,0,8,48,71,2,2/23,35.5,8.88,24.0,0,0
2023.0,Moeen Ali,15,3,124,23,17.71,91,136.26,0,0,12,6,4,0,15,156,195,9,4/26,21.67,7.5,17.33,1,0
2022.0,Moeen Ali,10,0,244,93,24.4,177,137.85,0,1,24,11,5,0,10,143,158,8,3/13,19.75,6.63,17.88,0,0
2021.0,Moeen Ali,15,1,357,58,25.5,260,137.3,0,1,31,19,7,0,15,152,161,6,3/7,26.83,6.35,25.33,0,0
2020.0,Moeen Ali,3,0,12,11,4.0,16,75.0,0,0,1,0,1,0,3,30,42,1,1/21,42.0,8.4,30.0,0,0
2019.0,Moeen Ali,11,2,220,66,27.5,133,165.41,0,2,16,17,1,0,11,150,169,6,2/18,28.16,6.76,25.0,0,0
2018.0,Moeen Ali,5,0,77,65,19.25,46,167.39,0,1,4,6,2,0,5,79,97,3,1/13,32.33,7.36,26.33,0,0
2021.0,Mohammad Shami,14,3,13,9*,13.0,17,76.47,0,0,0,0,1,0,14,316,395,19,3/21,20.78,7.5,16.63,0,0
2020.0,Mohammad Shami,14,2,2,2*,2.0,3,66.66,0,0,0,0,2,0,14,322,460,20,3/15,23.0,8.57,16.1,0,0
2019.0,Mohammad Shami,14,1,1,1*,1.0,2,50.0,0,0,0,0,5,0,14,324,469,19,3/21,24.68,8.68,17.05,0,0
2018.0,Mohammad Shami,4,0,7,7,7.0,6,116.66,0,0,1,0,2,0,4,83,144,3,1/29,48.0,10.4,27.66,0,0
2017.0,Mohammad Shami,8,2,36,21,9.0,24,150.0,0,0,4,2,0,0,8,156,243,5,2/36,48.6,9.34,31.2,0,0
2016.0,Mohammad Shami,8,2,2,2*,0.0,4,50.0,0,0,0,0,1,0,8,151,244,5,2/34,48.8,9.69,30.2,0,0
2014.0,Mohammad Shami,12,2,3,1*,1.5,7,42.85,0,0,0,0,0,0,12,264,369,7,1/22,52.71,8.38,37.71,0,0
2013.0,Mohammad Shami,3,0,5,5,5.0,10,50.0,0,0,0,0,0,0,3,54,78,1,1/32,78.0,8.66,54.0,0,0
2024.0,Mohammed Siraj,14,1,12,12,6.0,8,150.0,0,0,0,2,3,0,14,324,496,15,3/43,33.07,9.19,21.6,0,0
2023.0,Mohammed Siraj,14,1,1,1*,1.0,2,50.0,0,0,0,0,4,0,14,300,376,19,4/21,19.79,7.52,15.79,1,0
2022.0,Mohammed Siraj,15,3,30,14*,15.0,33,90.91,0,0,5,0,6,0,15,306,514,9,2/30,57.11,10.08,34.0,0,0
2021.0,Mohammed Siraj,15,3,20,12*,20.0,26,76.92,0,0,1,1,4,0,15,312,353,11,3/27,32.09,6.78,28.36,0,0
2020.0,Mohammed Siraj,9,2,17,10*,17.0,14,121.42,0,0,2,0,4,0,9,163,236,11,3/8,21.45,8.68,14.81,0,0
2019.0,Mohammed Siraj,9,3,4,3*,4.0,14,28.57,0,0,0,0,2,0,9,169,269,7,2/38,38.42,9.55,24.14,0,0
2018.0,Mohammed Siraj,11,2,25,14,12.5,22,113.63,0,0,2,1,5,0,11,246,367,11,3/25,33.36,8.95,22.36,0,0
2017.0,Mohammed Siraj,6,0,0,0,0.0,0,0.0,0,0,0,0,1,0,6,138,212,10,4/32,21.2,9.21,13.8,1,0
2024.0,Mohd. Arshad Khan,4,2,83,58*,41.5,54,153.7,0,1,6,5,1,0,4,61,114,1,1/45,114.0,11.21,61.0,0,0
2023.0,Mohd. Arshad Khan,6,1,18,15*,9.0,15,120.0,0,0,0,1,2,0,6,85,190,5,3/39,38.0,13.41,17.0,0,0
,Mohit Rathee,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2024.0,Mohit Sharma,12.0,1.0,4.0,4,2.00,15.0,26.67,0.0,0.0,0.0,0.0,4.0,0.0,12,234,425,13,3/25,32.69,10.9,18.0,0,0
2023.0,Mohit Sharma,14.0,1.0,0.0,0*,0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,14,265,361,27,5/10,13.37,8.17,9.81,2,1
2020.0,Mohit Sharma,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24,45,1,1/45,45.0,11.25,24.0,0,0
2019.0,Mohit Sharma,1.0,1.0,0.0,0*,0.00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,18,27,1,1/27,27.0,9.0,18.0,0,0
2018.0,Mohit Sharma,9.0,3.0,10.0,4*,10.00,13.0,76.92,0.0,0.0,1.0,0.0,2.0,0.0,9,178,322,7,2/33,46.0,10.85,25.42,0,0
2017.0,Mohit Sharma,14.0,1.0,51.0,13,8.50,50.0,102.0,0.0,0.0,3.0,1.0,3.0,0.0,14,274,410,13,2/24,31.53,8.97,21.07,0,0
2016.0,Mohit Sharma,14.0,2.0,32.0,15,8.00,26.0,123.07,0.0,0.0,3.0,1.0,3.0,0.0,14,291,407,13,3/23,31.3,8.39,22.38,0,0
2015.0,Mohit Sharma,16.0,3.0,28.0,21*,9.33,18.0,155.55,0.0,0.0,1.0,2.0,5.0,0.0,16,342,481,14,3/25,34.35,8.43,24.42,0,0
2014.0,Mohit Sharma,16.0,1.0,1.0,1*,0.00,3.0,33.33,0.0,0.0,0.0,0.0,3.0,0.0,16,323,452,23,4/14,19.65,8.39,14.04,1,0
2013.0,Mohit Sharma,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,304,326,20,3/10,16.3,6.43,15.2,0,0
2024.0,Mohsin Khan,10,0,2,2,2.0,1,200.0,0,0,0,0,1,0,9,228,385,10,2/29,38.5,10.13,22.8,0,0
2023.0,Mohsin Khan,5,0,0,0,0.0,7,0.0,0,0,0,0,0,0,5,60,107,3,1/24,35.67,10.7,20.0,0,0
2022.0,Mohsin Khan,9,2,23,13*,23.0,16,143.75,0,0,2,1,1,0,9,198,197,14,4/16,14.07,5.97,14.14,1,0
2021.0,Mujeeb Ur Rahman,1,1,1,1*,0.0,1,100.0,0,0,0,0,0,0,1,24,29,2,2/29,14.50,7.25,12.00,0,0
2020.0,Mujeeb Ur Rahman,2,0,1,1,1.0,3,33.33,0,0,0,0,0,0,2,48,83,0,0/39,0,10.37,0,0,0
